0.5,8834,1989,1431,0.816
0.55,8780,2043,1485,0.811
0.6,8732,2091,1533,0.807
0.65,8661,2162,1604,0.8
0.7,8547,2276,1718,0.79
0.75,8329,2494,1936,0.77
0.8,7811,3012,2454,0.722
0.85,6743,4080,3522,0.623
0.9,4415,6408,5850,0.408
0.95,1005,9818,9260,0.093
