0.5,622,563,180,0.525
0.55,570,615,232,0.481
0.6,497,688,305,0.419
0.65,392,793,410,0.331
0.7,252,933,550,0.213
0.75,142,1043,660,0.12
0.8,69,1116,733,0.058
0.85,22,1163,780,0.019
0.9,5,1180,797,0.004
0.95,0,1185,802,0
